annual_income,total_debt,credit_score,on_time_pct,credit_utilization,history_years,delinquencies,creditworthy
614307.42,263529.9,545,85.07,48.23,2.0,0,0
957785.71,189876.93,633,75.49,16.89,2.6,1,1
606097.51,196413.98,702,81.65,43.71,9.1,0,1
1278666.47,338210.21,605,78.86,41.87,7.1,0,0
243082.54,66714.47,620,81.34,31.96,4.6,2,0
596381.34,268051.58,634,83.09,53.06,1.4,0,0
220910.47,32217.33,840,79.2,54.78,16.7,0,1
297438.72,18174.33,484,74.52,19.65,7.1,0,0
1653355.37,160374.73,695,60.08,32.95,19.9,0,1
1248072.59,643926.59,627,79.19,4.03,8.6,0,0
473691.65,59130.12,592,80.32,20.15,5.8,0,1
296113.45,34208.87,624,78.74,51.54,5.1,0,0
200000.0,32174.53,710,94.59,50.15,4.4,1,1
526445.29,92252.78,715,92.68,30.91,10.5,0,1
3116586.86,201648.7,666,88.98,65.98,4.8,0,1
946882.76,151691.83,748,80.41,25.28,9.0,0,1
521391.58,53262.02,764,89.27,41.74,22.3,0,1
964194.32,136665.78,723,81.48,30.82,2.6,0,1
285907.89,90854.23,600,91.54,35.64,5.2,0,0
610239.01,140425.76,694,89.54,37.01,5.7,0,1
774278.17,188623.48,694,79.23,21.45,9.8,1,1
692691.22,117196.27,576,73.76,52.45,8.1,0,0
1172306.43,218053.37,508,81.89,44.48,8.3,0,0
896978.47,51998.17,467,85.85,58.84,17.5,1,0
1089245.28,394889.88,656,91.06,14.77,6.0,0,1
482616.02,89958.19,676,73.42,56.79,3.8,4,0
1250043.92,350533.97,543,70.27,70.69,7.2,0,0
1938378.14,668670.35,744,82.91,20.56,12.2,0,1
407546.49,46902.51,663,94.15,25.33,4.5,0,1
428215.82,151291.67,771,84.03,55.71,1.5,0,1
1625735.04,66679.53,683,58.8,20.34,30.0,0,1
650302.95,188672.54,554,94.41,40.51,6.3,0,0
1693474.4,413205.97,691,79.1,3.4,9.2,0,1
559320.86,45934.51,710,99.04,19.78,9.4,0,1
1746330.6,437421.24,600,78.89,16.09,7.7,0,1
789291.9,13656.39,520,63.52,11.65,3.5,0,1
851655.43,178301.27,659,90.04,35.05,5.6,0,1
1865110.41,475023.35,559,68.59,16.22,11.5,0,0
587092.53,167124.91,750,76.07,36.09,4.5,1,0
414706.68,123252.38,613,79.56,51.53,18.4,0,1
557301.39,308214.13,805,71.65,30.99,6.0,2,0
956848.52,71423.74,458,77.0,44.83,9.5,0,0
285085.54,73780.37,662,89.54,37.1,20.4,0,1
1069265.52,44233.44,778,82.74,42.26,2.9,3,1
527939.62,123079.84,569,92.47,26.98,5.5,0,1
1452341.44,395114.94,635,64.35,59.8,6.6,0,0
200000.0,19125.39,613,90.88,15.48,7.0,0,1
455003.57,37055.51,588,68.14,19.63,2.6,0,0
265168.06,89046.3,672,57.85,10.25,10.1,2,0
444303.12,60897.77,533,77.08,59.87,10.4,0,0
846274.91,95084.8,640,82.57,25.34,10.1,3,0
655048.15,273584.83,696,84.44,45.28,13.8,1,1
626543.48,158024.28,630,97.68,49.34,2.4,1,0
662972.69,89270.43,559,67.93,26.32,8.5,1,0
824088.28,160835.75,742,54.37,20.61,7.4,1,1
398267.18,25449.35,715,87.31,6.69,3.4,1,1
1114715.51,188480.84,556,85.43,50.43,5.0,0,1
1085552.45,391045.18,533,74.96,31.48,5.0,0,0
918982.87,169587.96,564,97.86,16.18,3.7,0,1
1018580.01,32416.53,699,84.3,15.91,9.9,2,1
871395.13,165460.98,674,61.82,14.0,5.6,0,1
2473250.86,919029.37,721,74.54,26.62,12.3,0,1
692278.42,211194.17,620,52.63,48.42,14.0,1,0
606675.95,165551.21,566,81.02,36.85,16.1,2,0
464113.05,23387.24,732,83.51,32.32,2.4,2,0
392637.63,47915.1,600,81.14,4.66,1.1,1,1
345696.65,125034.7,666,97.22,75.87,4.1,0,0
427932.87,28602.05,510,53.46,30.15,7.9,0,0
699129.85,124244.26,598,63.17,56.27,5.8,0,1
891425.44,461875.43,740,80.47,47.58,11.7,0,1
752145.63,48113.99,585,77.37,14.59,7.0,3,1
460781.31,185263.73,723,50.68,55.83,11.8,1,0
1251822.11,168003.12,440,95.9,29.08,3.8,0,0
1136708.77,138728.19,599,78.37,13.2,9.2,1,1
662788.37,137681.3,634,87.66,22.4,3.7,0,1
492993.03,266558.92,806,67.77,40.94,5.8,0,1
1013638.36,232383.35,544,91.92,36.67,6.0,0,0
816501.6,199596.46,710,89.85,47.89,4.2,2,0
305933.69,73475.04,745,69.11,13.94,13.6,0,1
700263.41,82482.07,585,77.75,48.78,3.6,0,0
853602.99,304253.47,616,81.01,36.74,2.2,0,0
425143.96,119403.25,662,69.14,23.99,3.3,1,0
817418.13,269793.08,516,88.38,8.64,9.0,0,1
304707.17,157625.26,609,94.76,19.93,7.5,0,0
1626126.98,213746.15,764,74.16,8.8,4.3,0,1
1542276.29,224285.73,697,92.57,65.17,4.5,0,1
626866.95,234553.72,635,83.05,28.06,9.1,0,0
907158.62,156424.77,660,75.97,22.92,17.6,0,1
200000.0,119073.65,702,89.62,75.47,1.2,4,0
364467.04,64729.23,719,74.48,19.2,10.1,0,1
611538.17,22679.26,599,91.62,41.8,30.0,0,1
383356.32,84833.47,788,96.4,72.19,10.9,1,1
1119774.51,349618.4,768,91.21,21.58,5.6,0,1
2417822.55,1286967.45,710,81.45,6.08,9.6,0,1
360061.87,187534.02,574,91.7,15.55,15.9,1,0
441318.43,81106.72,558,94.16,6.86,10.2,0,1
840093.96,78803.27,620,85.23,48.93,30.0,0,1
1917762.48,556658.54,655,71.16,14.47,23.2,0,1
350310.58,43905.45,490,73.32,38.16,5.2,0,0
846970.95,222594.05,694,69.07,7.98,3.6,1,0
2175522.25,237512.88,765,75.32,34.06,19.0,0,1
270748.2,59914.95,701,83.34,49.1,13.5,0,1
338188.42,101242.69,589,83.75,7.78,11.9,0,1
565709.53,80043.65,578,87.41,3.47,5.0,0,0
533730.84,98771.35,676,68.49,28.72,2.9,0,0
1187737.47,451254.97,636,88.99,13.98,11.1,0,1
843230.67,192241.95,689,85.37,45.55,6.0,0,1
251455.86,20907.11,704,63.94,26.21,9.8,0,1
993755.26,153722.62,748,70.9,20.12,15.1,0,1
515801.18,37182.23,548,70.67,35.94,7.2,0,0
1566991.87,107626.16,669,89.04,28.37,10.9,0,1
500542.34,29319.24,617,90.71,18.1,10.2,0,1
497838.41,179594.22,641,87.66,29.2,13.4,0,1
1009210.57,259163.99,727,79.71,18.62,5.7,1,1
1152859.45,140948.85,737,79.29,55.91,4.5,0,1
954420.49,90240.25,775,82.79,20.05,8.2,1,1
265306.65,91075.35,688,88.07,6.13,3.3,0,1
1007336.89,230649.55,640,96.46,36.21,11.7,0,1
392156.07,64739.55,627,84.39,11.19,28.7,0,1
840007.14,164094.54,493,65.03,50.84,5.5,1,0
310444.16,86685.55,770,85.37,27.43,9.7,0,1
953403.31,535381.5,621,77.96,1.11,17.3,0,0
449567.22,98245.14,695,70.14,31.2,5.5,1,1
337870.92,101796.96,711,96.37,19.68,4.7,0,1
1119387.35,468818.91,537,95.5,9.72,1.8,1,0
843222.98,137642.46,566,67.6,48.58,17.7,0,0
504646.73,199851.59,789,89.87,47.95,5.2,0,1
1742283.75,672752.64,676,74.73,76.8,9.8,0,0
559953.23,141003.9,597,82.32,21.56,10.6,2,0
743604.51,259789.29,638,79.37,4.25,7.9,0,1
857132.73,297941.38,747,87.89,57.65,3.9,1,1
502927.07,41588.38,734,81.09,41.21,18.3,0,1
967704.23,111067.34,518,81.08,30.78,3.1,0,0
529627.17,197762.09,797,90.43,23.25,14.1,0,1
569786.5,77103.26,736,80.88,8.49,4.1,1,1
1652145.96,58070.35,636,96.98,73.76,8.9,0,1
390681.67,215669.87,542,64.86,7.42,15.5,2,0
200000.0,57792.15,744,79.6,27.21,3.9,0,1
1917556.35,155894.78,692,95.95,24.93,9.0,0,1
3367215.74,648443.22,518,80.76,54.56,22.2,0,1
571968.07,219412.06,629,76.07,46.26,6.5,0,0
228181.62,83602.35,900,81.67,37.89,8.4,0,1
605439.32,251081.79,651,91.22,22.69,1.7,0,1
614316.92,42716.7,583,68.05,73.34,3.8,0,0
650857.3,250418.11,559,75.58,38.15,2.9,0,0
373983.58,71601.25,809,75.36,31.22,6.0,0,1
1032751.01,62861.71,726,87.87,12.65,11.7,0,1
999194.19,212737.42,776,64.18,75.58,11.7,1,1
297555.67,37280.72,672,82.29,43.88,5.9,0,1
1109608.76,426789.98,762,73.56,22.06,9.3,0,1
2499524.29,860049.54,573,86.96,46.26,15.9,0,0
808694.26,327096.3,664,85.0,51.58,8.3,1,0
595766.98,98860.93,675,97.14,17.86,3.4,0,1
669842.62,255304.13,774,76.68,72.98,4.9,0,0
1055108.39,140459.4,678,71.11,70.4,30.0,1,1
258227.7,25343.48,593,86.53,38.85,7.2,0,1
805029.68,80747.58,655,69.94,73.61,9.0,0,1
577071.6,86676.14,499,77.43,46.45,2.3,0,0
2210424.22,904881.94,441,81.54,13.12,3.5,0,1
657037.49,182769.92,724,74.34,30.52,10.3,0,1
1984212.3,234846.94,616,93.86,24.87,2.3,0,1
376154.63,5657.55,626,65.26,31.49,9.1,1,1
1037532.13,203172.38,724,85.6,19.67,11.8,0,1
883494.33,410218.61,775,85.02,39.94,6.6,0,1
433034.05,142114.94,698,41.01,45.96,12.5,0,0
811336.1,422489.77,823,78.92,53.42,12.0,0,1
1509835.56,70909.05,695,87.97,59.27,7.8,0,1
600624.35,108748.72,677,94.7,25.18,5.0,0,1
264295.32,72494.7,671,95.64,15.33,3.2,0,0
721770.36,182267.97,534,67.71,2.35,5.5,0,1
424448.58,21445.85,736,72.82,0.56,6.6,1,1
593976.74,71966.82,429,83.11,10.52,7.1,0,0
694569.38,26265.32,597,80.14,59.09,13.4,0,1
262133.36,81185.7,652,91.37,52.2,6.2,0,0
276676.71,61390.73,578,83.03,31.06,6.5,0,1
974071.61,174134.39,609,72.53,6.94,15.0,0,1
533049.08,33055.84,815,74.47,31.62,11.7,0,1
200000.0,31000.42,749,86.78,55.96,9.2,0,1
1168120.29,43220.7,588,97.51,12.27,9.8,0,1
858912.09,72736.05,607,87.0,45.57,9.0,4,0
475287.47,275044.58,535,54.68,21.62,14.8,0,0
331009.34,37324.01,713,90.99,16.52,1.8,0,1
1204391.16,248810.44,627,45.66,4.53,8.4,1,0
899514.43,167399.56,473,80.16,32.38,9.8,1,0
3046674.94,968527.43,659,81.9,38.24,12.4,1,1
938570.41,389938.61,689,86.65,22.91,6.2,0,1
920453.61,258325.99,736,84.19,48.73,2.1,1,1
659899.77,120565.03,643,97.92,77.09,4.6,1,0
1190716.19,154260.81,616,76.89,32.1,7.8,0,1
1061348.81,174661.76,828,74.46,23.78,8.9,1,1
1545773.52,82387.33,650,90.29,65.83,8.1,0,1
533495.68,35415.01,714,73.54,9.77,2.1,1,1
561718.16,79993.88,601,62.17,71.84,17.0,0,1
547182.74,38159.68,712,88.98,14.27,4.9,1,1
1172303.33,285765.35,518,86.52,11.47,3.6,1,0
1792325.8,137974.2,608,68.45,22.15,4.1,0,1
553875.77,184123.1,541,89.0,30.68,3.9,1,0
565313.52,215920.75,595,77.77,14.58,15.2,1,0
880677.11,269032.51,762,75.01,11.33,8.7,1,1
629413.11,55378.65,594,94.23,36.78,7.2,0,1
1291393.2,286740.58,714,79.93,85.26,2.4,0,1
200000.0,20137.83,786,74.64,14.41,12.7,4,1
444176.36,102586.58,647,66.38,27.04,17.8,0,1
456137.78,33543.05,739,78.1,20.66,18.2,0,1
200000.0,33384.19,697,82.29,40.87,8.7,0,1
409141.74,18619.01,660,92.73,23.02,17.5,0,1
421218.23,208932.06,717,71.45,26.54,20.5,2,1
646505.64,139291.23,815,80.02,32.23,3.0,0,1
1422291.04,308337.71,592,91.12,15.59,7.2,0,1
629677.84,152866.65,563,69.47,22.39,12.6,0,0
392979.12,4962.1,558,67.54,35.93,7.8,0,0
704911.31,82692.1,739,71.25,44.66,8.1,0,1
1368881.0,460087.22,751,75.07,15.29,11.4,0,1
406128.43,179651.81,601,86.84,35.32,1.8,0,1
422377.64,98831.65,457,67.76,51.09,5.3,1,0
1019812.53,491938.12,589,70.49,61.36,15.7,1,0
638628.59,112805.38,699,78.04,32.49,12.4,0,0
1075709.3,546668.17,643,80.02,38.54,17.9,0,0
723468.24,112614.73,666,87.81,43.64,11.1,0,1
1111252.36,194462.27,602,75.07,45.14,3.7,0,0
391974.92,35004.5,741,96.96,67.06,7.0,1,1
724146.65,167559.83,680,88.29,11.6,5.5,0,1
642798.12,131554.14,702,90.36,14.68,5.0,0,1
351675.95,163729.87,664,66.77,25.41,5.8,0,0
285476.0,33498.05,697,65.82,28.84,9.3,0,1
1100691.77,82085.01,691,80.71,34.38,6.3,0,1
590915.66,278814.57,566,80.41,26.31,5.4,0,0
394996.36,76874.38,683,90.57,12.17,15.7,0,1
688515.18,177426.78,721,86.77,29.2,6.6,0,1
1435195.04,275969.72,753,72.03,14.16,16.2,1,1
200000.0,45577.57,687,90.1,19.82,5.3,0,1
297157.26,74858.62,563,89.75,40.62,12.3,0,1
419269.06,98218.39,576,82.54,26.72,14.2,0,1
1752768.89,1031694.46,610,96.33,27.84,6.9,0,0
864193.68,355651.28,667,46.37,24.39,8.4,1,0
1155900.61,61186.08,638,79.42,79.14,13.1,0,1
368024.01,190395.53,548,61.03,32.31,9.7,2,0
372606.61,76925.95,548,94.88,42.21,17.6,0,1
954256.93,561549.6,461,78.94,13.6,8.1,0,0
755371.23,244804.45,369,97.56,12.1,2.4,0,0
1013827.46,71026.17,638,61.16,83.51,7.3,0,0
651737.66,88117.93,858,69.22,24.14,9.2,0,1
861892.85,353547.98,811,92.99,28.68,2.5,0,1
802006.07,308323.41,561,77.85,4.97,2.2,0,0
1163170.98,94070.04,663,79.35,52.1,8.1,0,1
1183758.34,293170.19,518,92.48,27.32,5.3,1,0
275978.1,77197.03,531,85.32,27.45,9.6,1,0
200000.0,71114.42,542,56.01,39.86,4.1,0,0
1330475.88,207774.96,629,87.17,45.31,5.6,1,1
1487541.11,311532.8,633,80.69,64.56,3.2,0,0
395389.32,111263.61,672,68.05,19.97,2.6,1,1
238971.3,123734.32,709,80.03,89.06,5.0,0,0
774072.56,214748.89,619,94.14,43.32,5.1,0,1
1275058.91,203450.81,653,90.39,26.16,4.3,0,1
2144799.67,1031658.9,551,79.83,48.77,4.5,0,0
994284.38,344395.09,528,89.11,15.36,8.1,0,1
583599.35,66377.78,515,66.88,21.8,4.4,0,0
426821.69,169689.64,708,64.09,56.29,3.5,1,0
734445.28,320097.35,619,93.05,19.94,4.8,0,1
609528.62,97322.91,481,50.45,40.63,4.4,0,0
396709.38,75683.21,644,82.63,68.8,8.4,0,0
2493638.36,255784.37,537,97.14,51.59,4.6,1,1
2128868.21,118190.58,799,74.33,39.64,10.0,0,1
1442126.34,465263.74,597,66.72,33.71,8.9,0,1
419781.56,45883.29,711,88.62,10.87,12.9,0,1
1218354.33,36722.18,748,88.41,17.3,2.0,1,1
1070649.3,254862.12,564,65.14,27.5,21.2,0,0
951245.42,121017.04,656,61.94,51.85,5.4,0,0
1543864.37,196811.75,699,88.83,14.29,16.5,3,0
1067919.25,297574.3,660,90.04,79.32,6.0,0,0
1137119.13,107765.04,682,59.79,18.32,6.8,0,1
1068903.35,544445.36,530,95.02,10.39,10.4,0,1
894906.79,225342.47,699,64.27,36.26,7.6,0,1
250154.33,67991.06,606,86.08,41.8,16.8,0,0
766946.75,176682.19,681,67.7,73.27,19.9,0,1
522450.14,9541.43,732,78.03,37.48,5.3,1,0
338437.74,44301.31,710,73.33,32.72,17.5,0,1
2000864.65,528363.26,681,89.14,8.11,2.3,0,1
2058312.86,264266.81,707,64.74,51.32,8.0,0,0
1648757.22,343116.43,711,71.15,32.19,9.7,1,1
850115.97,190403.11,784,86.22,39.9,5.3,1,1
1640275.99,371109.26,646,71.86,30.92,3.5,0,0
734710.56,228849.23,664,87.1,49.42,3.9,2,1
823796.13,247940.98,733,83.04,20.22,9.4,1,1
378479.5,103310.83,605,64.98,43.16,7.6,0,0
925597.53,218346.02,529,79.55,14.14,4.8,0,0
756328.86,238644.84,694,87.39,30.74,3.1,2,0
333837.2,85260.89,631,96.44,23.15,10.0,0,1
707350.61,36677.65,541,80.12,29.47,13.7,0,0
695344.21,205984.89,695,77.43,57.72,8.8,3,0
2144756.75,323238.83,778,83.91,26.77,12.7,0,1
1247345.18,352764.28,503,71.46,54.46,7.9,2,0
734442.7,240328.83,742,96.88,22.61,3.8,0,1
846844.52,278587.3,421,82.17,30.28,5.8,0,0
749024.84,258369.24,613,68.9,38.21,7.3,0,0
645804.18,153627.11,815,82.54,14.22,12.4,0,1
380995.82,67599.48,620,79.55,24.14,3.8,1,0
666215.77,34149.42,658,56.32,26.54,1.5,0,0
466186.5,274060.36,718,91.72,57.42,6.6,1,1
344486.67,11198.57,495,82.29,20.1,6.6,0,0
991260.94,148012.88,656,85.91,41.83,13.2,0,1
922422.64,43019.56,655,98.3,56.14,2.8,0,1
249690.02,3042.87,817,89.3,45.41,4.5,0,1
677652.04,44753.1,538,90.92,46.78,7.2,0,1
1325659.77,559620.64,615,72.25,20.39,1.3,0,0
1377160.38,284108.6,566,83.49,54.59,4.0,1,0
1349847.4,279021.95,556,75.61,21.62,3.4,0,0
746647.1,121323.64,751,92.1,19.52,12.3,2,1
439315.36,17570.58,652,90.64,19.88,3.9,2,1
380705.24,51707.05,599,47.26,52.31,11.2,2,0
896956.77,93009.48,603,91.6,23.11,30.0,0,1
915813.5,200658.34,599,79.54,45.18,14.4,0,1
1579152.18,169144.6,607,76.23,39.67,11.9,0,1
1411251.97,69909.65,536,66.58,24.0,19.5,1,1
673782.61,373141.69,626,62.89,19.28,14.8,0,0
345751.81,41216.27,617,94.3,55.33,13.9,0,1
602315.12,166639.57,581,77.1,31.14,5.8,0,0
830961.48,224691.9,663,76.72,31.85,8.4,1,1
646126.16,156073.5,671,78.87,58.94,6.0,1,0
515691.26,112205.25,599,95.77,33.3,11.5,0,1
848929.05,235605.27,637,95.49,33.07,1.5,0,1
539083.28,98407.77,844,83.59,46.01,9.3,1,1
500398.65,188847.03,840,59.67,40.28,14.6,0,1
879291.46,57228.84,555,52.23,50.58,5.2,0,0
573093.67,183079.29,567,82.69,22.75,4.4,0,0
844468.43,250705.73,554,76.62,59.5,8.9,0,0
859342.13,348671.79,745,74.9,48.32,10.8,0,0
368185.66,68391.13,614,64.84,40.34,4.0,0,0
546481.28,118720.91,671,75.95,56.74,8.3,0,0
1728329.97,254856.83,829,64.73,9.59,11.7,0,1
363215.75,109580.12,649,71.73,7.45,11.5,0,1
204844.68,59689.8,713,65.18,4.31,3.1,0,0
238683.31,83003.35,696,78.79,53.45,2.3,0,0
742268.24,11291.38,597,50.84,19.64,5.8,1,0
743073.59,254813.87,745,64.54,4.74,15.0,0,1
679718.14,91458.58,573,62.91,36.58,6.7,0,0
1511350.07,49720.3,770,97.27,73.77,7.7,0,1
200000.0,26951.79,597,87.09,43.87,7.9,0,1
925010.46,354789.49,606,49.18,27.21,2.2,0,0
1861443.69,227044.54,552,91.91,4.49,9.7,2,0
370767.9,106431.86,566,96.35,42.98,18.2,1,0
580773.49,40838.59,611,78.24,15.41,2.7,2,0
464290.1,139930.58,431,76.52,7.09,11.4,0,0
426510.55,39482.58,629,88.52,25.13,24.7,0,1
599734.78,89313.28,604,69.41,40.98,21.5,0,1
1717690.42,128115.87,721,96.46,66.46,5.1,0,1
2196623.58,812518.4,688,97.11,32.7,9.4,0,0
596262.61,69188.21,586,86.4,47.57,7.5,0,1
2287651.1,507147.37,608,92.27,20.45,11.9,0,1
745153.78,270766.93,628,67.76,59.44,12.0,0,0
2089038.8,868162.06,783,88.03,55.33,7.9,0,1
689706.08,159757.45,575,86.43,77.59,4.1,1,0
789089.24,246669.75,585,75.96,14.24,12.5,1,0
908258.84,37615.23,548,73.08,17.81,3.9,0,0
4912591.73,1269675.94,516,59.99,32.7,6.1,1,0
1215627.97,298026.11,677,92.7,48.16,6.3,0,1
477176.29,110564.92,668,76.93,46.27,18.7,0,1
1304589.15,381318.48,765,93.3,85.76,3.1,0,1
587070.67,77497.09,743,71.88,31.59,7.6,0,1
543698.36,68121.78,865,82.15,31.53,3.7,1,1
1258159.9,198734.51,643,83.96,7.28,5.0,0,1
743148.64,220377.93,626,40.48,33.06,1.8,0,0
862116.38,273642.63,532,93.64,32.77,4.9,0,0
735562.75,103906.23,712,64.42,11.68,2.4,1,1
892650.03,325952.95,660,88.05,42.48,6.1,1,0
941264.57,370376.26,708,69.2,60.44,6.6,0,0
228163.98,34099.88,547,84.26,53.52,6.2,0,0
1088099.99,323313.87,681,97.69,15.9,15.2,0,1
404654.28,132135.85,668,90.24,49.04,7.1,0,0
307005.37,107538.32,662,90.71,23.45,8.1,0,1
704295.47,151166.73,588,49.93,43.82,9.4,0,0
767112.39,344311.81,757,79.57,16.4,10.9,1,1
481131.69,42567.98,834,82.81,7.06,8.2,1,1
1200944.77,325302.35,550,76.88,51.09,18.7,0,0
326013.77,90388.05,714,63.62,23.36,4.7,0,0
571393.7,87571.48,390,62.65,29.56,10.0,0,0
513536.05,211257.26,710,82.5,21.35,3.7,0,1
709309.78,142479.82,481,70.6,28.81,3.3,0,0
862265.56,461728.77,602,45.37,31.22,9.4,0,0
398420.89,136636.49,531,87.43,11.87,9.7,0,0
1126436.43,628053.04,630,93.34,29.56,7.8,0,1
757517.12,359438.93,725,88.43,32.15,8.4,0,1
234411.23,45558.51,482,97.23,32.49,2.6,0,0
225222.74,64259.32,617,88.49,66.19,5.5,0,0
724044.71,360148.69,603,51.93,52.97,19.7,0,0
638846.58,55707.03,792,86.16,22.76,10.9,0,1
685530.27,101343.26,688,80.36,45.15,13.6,0,0
717272.09,127266.14,544,84.53,7.22,11.7,0,0
835124.34,162835.64,607,82.96,17.16,14.8,0,0
1287985.29,190873.5,790,85.1,40.81,5.9,0,1
374496.25,63296.05,714,64.73,62.81,10.0,0,0
361066.36,106812.04,567,64.59,12.42,10.9,0,0
378513.0,75617.62,625,65.8,20.54,17.5,0,1
867481.96,280436.78,628,88.56,14.28,9.4,0,1
1539500.28,636869.22,601,70.18,29.34,3.0,0,0
563090.89,95128.18,496,80.58,37.62,6.6,2,0
200000.0,22470.87,589,89.27,54.46,14.2,0,1
262394.48,110493.75,775,94.41,40.62,8.1,0,1
442492.13,95729.55,615,80.16,16.96,17.4,0,0
521968.58,36024.44,640,74.17,45.11,11.6,0,1
570898.56,37395.37,662,84.24,80.35,18.2,2,0
746498.34,342930.84,849,99.18,63.51,3.9,0,1
604980.92,213693.54,650,80.96,24.82,8.8,0,1
1369017.33,302962.75,748,93.48,24.96,7.0,1,1
486206.94,153410.22,596,75.88,48.41,18.0,0,0
434786.0,118763.2,626,74.81,12.62,6.9,1,1
972208.26,100443.43,651,83.69,41.01,8.3,0,1
290283.92,82825.45,580,86.58,9.41,6.1,0,1
921552.5,46102.05,631,97.69,7.22,9.3,2,1
775708.37,179533.23,729,84.38,27.23,6.7,0,1
667660.11,182245.53,577,95.26,5.59,7.4,0,1
1891660.67,371578.94,650,81.12,27.84,4.8,0,1
502160.73,133911.51,713,71.91,1.32,11.5,0,1
2510968.02,1189863.0,575,81.98,30.87,7.8,0,0
637137.73,161710.06,748,83.78,42.61,11.4,0,1
339011.78,46812.59,656,85.48,81.92,3.2,0,1
760667.6,223029.14,635,78.56,28.3,5.2,0,0
382411.63,49867.23,469,55.35,20.8,3.2,1,0
464606.69,65929.77,616,75.73,34.94,7.4,1,0
925620.85,60333.32,683,90.7,29.01,19.3,0,1
1017998.76,196334.54,807,93.36,76.83,11.3,1,1
502172.71,35718.1,701,67.01,33.54,10.7,0,1
1319077.37,359011.27,751,88.39,37.36,14.7,0,1
1460814.41,393909.96,541,85.97,8.04,12.6,1,0
1726800.88,642962.62,638,71.19,23.03,3.8,0,0
1002139.77,114785.58,759,71.78,12.5,8.0,0,1
1652925.37,145279.23,570,70.88,24.13,5.4,0,0
235984.39,50201.32,736,64.85,43.7,16.9,0,0
602748.96,190375.3,715,62.36,28.71,6.6,1,0
433564.93,100570.82,674,78.55,65.41,6.5,0,0
783507.19,250749.05,620,83.51,9.62,7.7,0,1
517689.27,148151.74,561,87.44,34.61,12.0,1,0
660204.75,4075.44,809,76.14,42.42,6.2,1,1
2256453.58,1011513.07,706,84.9,4.43,11.8,0,1
658795.29,26868.66,680,88.87,60.87,8.7,0,1
934975.3,143438.54,612,77.68,23.12,1.9,0,0
634529.08,331856.35,653,88.39,48.96,8.3,1,0
763316.45,140185.38,664,77.71,49.15,13.0,3,0
732054.33,228856.48,685,83.87,47.66,9.5,0,1
954549.17,73025.98,716,80.58,30.47,6.8,1,1
1467666.85,457650.71,579,91.2,24.22,22.1,0,1
1959963.48,480553.74,518,93.41,59.3,8.6,0,0
878325.08,272995.98,657,93.63,55.77,4.4,2,0
1038957.26,175832.07,492,90.86,41.27,15.3,0,0
365668.07,127453.51,620,75.85,25.19,4.0,1,0
691953.44,149094.33,604,92.04,27.13,10.9,0,1
1282309.98,163079.27,694,78.11,58.58,5.4,1,1
1226384.76,146397.06,828,97.35,12.33,3.6,1,1
828163.47,368623.91,474,81.49,31.84,9.1,0,0
1241506.82,627931.22,854,89.99,59.2,6.2,0,1
979169.48,355221.34,629,59.23,23.61,11.3,0,0
1498812.6,51945.16,681,90.18,7.79,14.5,2,1
867712.31,84369.63,522,80.35,28.22,14.1,1,0
589235.38,153060.28,739,93.19,9.33,9.3,1,1
892252.78,137017.72,653,73.24,13.04,8.9,0,1
200000.0,40350.89,644,80.62,27.16,9.3,1,1
917796.94,60074.74,475,88.11,23.61,19.0,0,0
200000.0,3565.43,656,80.55,25.99,5.4,0,0
259346.93,110483.39,726,67.48,34.49,19.4,1,0
956524.0,338533.19,628,81.35,17.44,3.1,0,1
971423.31,236041.08,755,86.49,7.07,17.6,1,1
363139.64,10610.92,751,88.46,45.96,9.5,0,1
475793.29,95614.01,592,90.85,63.73,18.8,1,0
1659994.08,281030.82,793,69.45,47.53,5.6,1,0
545567.56,87826.14,654,94.61,10.65,11.7,1,1
2801742.74,394839.52,654,80.48,55.2,13.2,0,1
728576.63,181445.1,658,61.73,53.13,20.5,0,0
931751.76,80719.65,656,88.76,49.13,20.4,0,1
1924399.71,308896.64,413,73.57,27.33,8.2,0,0
789074.7,97635.63,633,92.11,7.83,6.6,0,1
399749.59,73696.17,527,87.02,37.74,7.9,1,0
682940.85,40468.45,796,93.55,4.36,15.5,0,1
713996.66,221781.6,792,86.1,74.66,10.4,0,1
321629.33,37696.99,726,93.27,73.35,22.5,0,1
625621.45,193783.17,628,70.03,20.19,20.0,1,1
467280.38,43018.73,559,86.92,28.84,11.3,1,0
1270110.74,42667.54,590,93.59,40.04,15.7,0,1
744722.63,41236.05,824,70.9,20.14,7.1,1,1
615581.45,88343.14,587,93.51,9.96,13.9,0,1
684395.22,449012.3,437,69.66,18.77,11.7,0,0
833903.7,235574.39,742,66.77,40.14,13.3,1,0
1056094.81,199091.39,785,92.57,23.62,4.0,0,1
400381.32,184336.32,799,90.32,36.4,16.6,0,1
390446.96,70286.86,743,87.25,53.39,13.0,1,0
1415236.95,608410.41,758,35.88,60.37,7.3,0,0
569547.73,29239.49,654,95.0,29.48,5.0,1,0
311730.63,75661.41,463,97.8,31.57,8.0,0,0
951968.88,37169.01,652,70.36,58.18,17.3,0,1
963205.33,142653.58,705,73.45,19.91,8.0,0,1
291143.29,28056.41,637,88.81,36.81,7.5,0,1
837091.81,330546.62,633,90.13,48.47,4.4,4,0
1134099.9,104116.39,563,74.94,22.97,12.0,0,1
913128.48,415264.82,559,91.14,7.1,4.4,0,0
